queue_id,capture_date,broad_category_slug,sub_category,micro_niche,keyword,rank,shop_name,product_title,price,currency,sold_count,review_count,rating,product_url,shop_url,video_flag,live_flag,notes,tiktok_search_url,tiktok_tag_url,google_shop_query_url
KW-0023,2026-05-10,automotive,,,tire gauge,1,,,,MYR,,,,,,,,,https://www.tiktok.com/search?q=tire+gauge,https://www.tiktok.com/tag/tire-gauge,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22tire+gauge%22+Malaysia
KW-0023,2026-05-10,automotive,,,tire gauge,2,,,,MYR,,,,,,,,,https://www.tiktok.com/search?q=tire+gauge,https://www.tiktok.com/tag/tire-gauge,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22tire+gauge%22+Malaysia
KW-0023,2026-05-10,automotive,,,tire gauge,3,,,,MYR,,,,,,,,,https://www.tiktok.com/search?q=tire+gauge,https://www.tiktok.com/tag/tire-gauge,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22tire+gauge%22+Malaysia
KW-0024,2026-05-10,automotive,Air and comfort,Diffusers and shades,car diffuser,1,,,,MYR,,,,,,,,,https://www.tiktok.com/search?q=car+diffuser,https://www.tiktok.com/tag/car-diffuser,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22car+diffuser%22+Malaysia
KW-0024,2026-05-10,automotive,Air and comfort,Diffusers and shades,car diffuser,2,,,,MYR,,,,,,,,,https://www.tiktok.com/search?q=car+diffuser,https://www.tiktok.com/tag/car-diffuser,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22car+diffuser%22+Malaysia
KW-0024,2026-05-10,automotive,Air and comfort,Diffusers and shades,car diffuser,3,,,,MYR,,,,,,,,,https://www.tiktok.com/search?q=car+diffuser,https://www.tiktok.com/tag/car-diffuser,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22car+diffuser%22+Malaysia
KW-0025,2026-05-10,automotive,Air and comfort,Diffusers and shades,seat cushion,1,,,,MYR,,,,,,,,,https://www.tiktok.com/search?q=seat+cushion,https://www.tiktok.com/tag/seat-cushion,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22seat+cushion%22+Malaysia
KW-0025,2026-05-10,automotive,Air and comfort,Diffusers and shades,seat cushion,2,,,,MYR,,,,,,,,,https://www.tiktok.com/search?q=seat+cushion,https://www.tiktok.com/tag/seat-cushion,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22seat+cushion%22+Malaysia
KW-0025,2026-05-10,automotive,Air and comfort,Diffusers and shades,seat cushion,3,,,,MYR,,,,,,,,,https://www.tiktok.com/search?q=seat+cushion,https://www.tiktok.com/tag/seat-cushion,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22seat+cushion%22+Malaysia
KW-0026,2026-05-10,automotive,Air and comfort,Diffusers and shades,sun shade,1,,,,MYR,,,,,,,,,https://www.tiktok.com/search?q=sun+shade,https://www.tiktok.com/tag/sun-shade,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22sun+shade%22+Malaysia
